loss,weight
44.192,618.5925903320312
44.192,618.5925903320312
44.192,618.5925903320312
44.192,618.5925903320312
44.192,618.5925903320312
44.192,618.5925903320312
44.918,621.6627197265625
45.068000000000005,621.9615478515625
45.572,623.8479614257812
45.574,626.9435424804688
46.032000000000004,632.2523803710938
46.054,632.6445922851562
46.094,633.413330078125
46.123999999999995,634.3594360351562
46.123999999999995,634.3594360351562
46.128,635.328857421875
46.308,635.59326171875
46.438,638.0274047851562
46.614,639.7864379882812
46.674,641.060302734375
46.674,641.060302734375
46.738,647.5011596679688
